,Brand,Model,Body,Transmission,Year,Fule,Engine_CC,Kilometers_Driven,Color,City,Price
5749,Renault,Logan,Sedan,Automatic,2021,Gas,1600,100000,Silver,Shobra,285000
5750,Renault,Fluence,Sedan,Manual,2012,Gas,1600,125000,Silver,6 October,250000
5751,Nissan,Sunny,Sedan,Automatic,2022,Gas,1500,3500,Silver,Mansoura,410000
5752,Daewoo,Nubira 2,Sedan,Automatic,1999,Gas,1500,240000,Silver,Port Said,87000
5753,Chevrolet,Lanos,Sedan,Manual,2010,Gas,1600,200000,Silver,Qalyubia,125000
5754,Hyundai,Verna,Sedan,Manual,2015,Natural Gas,1600,300000,Silver,Cairo,145000
5755,Renault,Fluence,Sedan,Automatic,2015,Gas,1600,108000,Silver,Cairo,350000
5756,BMW,318,Sedan,Automatic,2018,Gas,1500,80000,Silver,Heliopolis,850000
5757,Chevrolet,Cruze,Sedan,Automatic,2016,Gas,1600,112000,Silver,Cairo,290000
5758,Mercedes,C 180,Sedan,Automatic,2018,Gas,1600,25000,Silver,Alexandria,1100000
5759,Chevrolet,Aveo,Sedan,Manual,2008,Gas,1600,200000,Silver,Faiyum,130000
5760,Mercedes,E 240,Sedan,Automatic,1999,Gas,1600,200000,Silver,6 October,340000
5761,Mercedes,E 240,Sedan,Automatic,1999,Gas,1400,263000,Silver,6 October,340000
5762,Seat,Toledo,Sedan,Automatic,2019,Gas,1600,130000,Silver,Sheikh Zayed City,435000
5763,Opel,Astra,Sedan,Manual,2001,Gas,1200,210000,Silver,Tagamo3 - New Cairo,105000
5764,Renault,Logan,Sedan,Automatic,2021,Gas,1600,31000,Silver,Edku,350000
5765,Opel,Astra,Sedan,Automatic,2013,Gas,1600,187000,Silver,6 October,305000
5766,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2015,Gas,1600,33000,Silver,Cairo,415000
5767,Fiat,Tipo,Sedan,Manual,2020,Gas,1400,80000,Silver,Alexandria,385000
5768,Chrysler,300,Sedan,Automatic,1999,Gas,3500,270000,Silver,Heliopolis,190000
5769,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,32000,Silver,Alexandria,340000
5770,Mitsubishi,Lancer Puma,Sedan,Automatic,2006,Gas,1600,138000,Silver,Cairo,200000
5771,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,80000,Silver,Heliopolis,750000
5772,Hyundai,Elantra MD,Sedan,Automatic,2014,Gas,1600,55000,Silver,6 October,450000
5773,BMW,318,Sedan,Automatic,2004,Gas,2500,95000,Silver,Giza,210000
5774,Hyundai,Verna,Sedan,Manual,2012,Gas,1600,190000,Silver,Heliopolis,165000
5775,Hyundai,Accent,Sedan,Manual,2006,Gas,1300,25000,Silver,6 October,85000
5776,Geely,Emgrand 7,Sedan,Manual,2014,Gas,1500,46000,Silver,Sheikh Zayed City,175000
5777,Hyundai,Accent,Sedan,Manual,2000,Gas,1500,200000,Silver,Faiyum,85000
5778,Mercedes,C 200,Sedan,Automatic,2020,Gas,1600,65000,Silver,Sheikh Zayed City,1500000
5779,Fiat,Linea,Sedan,Manual,2017,Gas,1400,16000,Silver,Alexandria,250000
5780,Skoda,Octavia A7,Sedan,Automatic,2014,Gas,1400,103000,Silver,Qena,600000
5781,Nissan,Sunny,Sedan,Automatic,2021,Gas,1600,55000,Silver,Cairo,310000
5782,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2014,Gas,1500,192000,Silver,Shobra,250000
5783,Chevrolet,Optra,Sedan,Automatic,2017,Gas,1600,215000,Silver,Beni Suef,245000
5784,Opel,Insignia,Sedan,Automatic,2017,Gas,1600,130000,Silver,Mokattam,700000
5785,Opel,Vectra,Sedan,Manual,1994,Gas,2000,164000,Silver,Qalyubia,70000
5786,Suzuki,Ciaz,Sedan,Automatic,2016,Gas,1400,68000,Silver,Sheraton,340000
5787,Daewoo,Racer,Sedan,Manual,1994,Gas,1500,100000,Silver,El Haram,45000
5788,Speranza,A516,Sedan,Manual,2007,Natural Gas,1600,74000,Silver,Qena,115000
5789,Chevrolet,Aveo,Sedan,Manual,2014,Gas,1400,65000,Silver,Heliopolis,190000
5790,Hyundai,Accent,Sedan,Automatic,2009,Gas,1600,200000,Silver,Minya Al Qamh,230000
5791,Speranza,A516,Sedan,Manual,2011,Gas,1600,210000,Silver,Tagamo3 - New Cairo,130000
5792,Kia,Cerato,Sedan,Automatic,2013,Gas,1600,127000,Silver,El Bagour,300000
5793,Hyundai,Elantra AD,Sedan,Automatic,2019,Gas,1600,64000,Silver,Al Shorouk,440000
5794,Nissan,Sunny,Sedan,Automatic,2019,Gas,1500,140000,Silver,Giza,285000
5795,Hyundai,Elantra HD,Sedan,Automatic,2017,Gas,1600,108000,Silver,El Mahalla,375000
5796,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2017,Gas,1600,122000,Silver,Nasr city,390000
5797,Kia,Rio,Sedan,Automatic,2014,Gas,1400,148000,Silver,6 October,285000
5798,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,26000,Silver,Cairo,470000
5799,Nissan,Sunny,Sedan,Automatic,2014,Gas,1600,130000,Silver,Tanta,263000
5800,Renault,Logan,Sedan,Automatic,2018,Gas,1600,150000,Silver,Cairo,250000
5801,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,47500,Silver,Al Shorouk,335000
5802,Renault,Clio,Sedan,Manual,2002,Gas,1200,160000,Silver,Nasr city,85000
5803,Hyundai,Elantra CN7,Sedan,Automatic,2021,Gas,1600,60000,Silver,10th of Ramadan,620000
5804,Lada,Granta,Sedan,Manual,2019,Gas,1600,87000,Silver,Mokattam,200000
5805,Volvo,240,Sedan,Manual,1982,Gas,2200,200000,Silver,Cairo,60000
5806,Volkswagen,Jetta,Sedan,Automatic,2010,Gas,1600,150000,Silver,Sharqia,280000
5807,Kia,Cerato,Sedan,Automatic,2013,Gas,1200,40000,Silver,6 October,430000
5808,Soueast,V3,Sedan,Automatic,2015,Gas,1500,55000,Silver,Nasr city,178000
5809,Renault,Logan,Sedan,Manual,2017,Gas,1600,45000,Silver,Cairo,164000
5810,Fiat,128,Sedan,Manual,1982,Gas,1100,200000,Silver,6 October,16000
5811,BMW,520,Sedan,Automatic,2016,Gas,2000,195000,Silver,Maadi,880000
5812,Renault,Megane,Sedan,Automatic,2020,Gas,1600,95000,Silver,Cairo,490000
5813,Buick,Skylark,Sedan,Automatic,1980,Gas,2400,200000,Silver,6 October,40000
5814,Toyota,Corolla,Sedan,Automatic,2012,Gas,1600,150000,Silver,Mansoura,365000
5815,Fiat,500 X,Sedan,Automatic,2019,Gas,1400,55000,Silver,Obour City,575000
5816,Hyundai,Elantra MD,Sedan,Automatic,2012,Gas,1600,79000,Silver,Nasr city,385000
5817,Renault,Logan,Sedan,Automatic,2016,Gas,1600,120000,Silver,El Manial,200000
5818,Byd,F3,Sedan,Manual,2021,Gas,1500,130000,Silver,Helwan,285000
5819,Opel,Astra,Sedan,Automatic,2014,Gas,1600,134000,Silver,Maadi,250000
5820,Ford,Focus,Sedan,Automatic,2018,Gas,1000,180000,Silver,Cairo,400000
5821,Fiat,Shahin,Sedan,Manual,2005,Gas,1400,65000,Silver,Kafr el-Dawwar,55000
5822,Renault,Megane,Sedan,Automatic,2000,Gas,1600,200000,Silver,Helwan,130000
5823,Toyota,Corolla,Sedan,Automatic,2015,Gas,1600,130000,Silver,Beni Suef,360000
5824,Mazda,3,Sedan,Automatic,2008,Gas,1600,200000,Silver,6 October,245000
5825,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,45000,Silver,Cairo,470000
5826,Kia,Rio,Sedan,Automatic,2014,Gas,1400,137000,Silver,Sheikh Zayed City,305000
5827,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,8000,Silver,Monufia,348000
5828,Daewoo,Nubira 2,Sedan,Manual,2007,Gas,1600,212676,Silver,Giza,125000
5829,Fiat,Tipo,Sedan,Automatic,2022,Gas,1598,400,Silver,Heliopolis,590000
5830,Chevrolet,Cruze,Sedan,Automatic,2010,Gas,1600,214000,Silver,Banha,205000
5831,Hyundai,Excel,Sedan,Manual,1993,Gas,1500,400000,Silver,Shobra,60000
5832,Skoda,Superb,Sedan,Automatic,2021,Gas,1400,68000,Silver,Damietta,1150000
5833,Hyundai,Accent RB,Sedan,Automatic,2015,Gas,1600,135000,Silver,Maadi,295000
5834,Hyundai,Elantra MD,Sedan,Automatic,2012,Gas,1600,60000,Silver,Asyut,348000
5835,Opel,Astra,Sedan,Automatic,2013,Gas,1600,125000,Silver,Agamy,320000
5836,Daewoo,Lanos 2,Sedan,Manual,2008,Gas,1500,315000,Silver,Obour City,110000
5837,Renault,Logan,Sedan,Manual,2015,Gas,1600,158000,Silver,El Haram,168000
5838,Renault,Optima,Sedan,Manual,1999,Gas,1300,200000,Silver,6 October,60000
5839,BMW,528,Sedan,Automatic,2011,Gas,2000,200000,Silver,Mansoura,700000
5840,Hyundai,Verna,Sedan,Manual,2018,Natural Gas,1600,30000,Silver,Giza,180000
5841,Skoda,Octavia A5,Sedan,Manual,2007,Gas,1600,163000,Silver,Alexandria,210000
5842,MG,750,Sedan,Automatic,2017,Gas,1800,142000,Silver,Obour City,275000
5843,Byd,F3,Sedan,Manual,2019,Gas,1500,60000,Silver,Imbaba,230000
5844,Toyota,Corolla,Sedan,Automatic,2005,Gas,1300,120000,Silver,Mansoura,265000
5845,Speranza,A516,Sedan,Automatic,2010,Gas,1600,70000,Silver,Alexandria,97000
5846,Ford,Focus,Sedan,Automatic,2018,Gas,1000,91000,Silver,Edku,430000
5847,MG,ZS,Sedan,Automatic,2022,Gas,1500,12000,Silver,Heliopolis,540000
5848,Skoda,Octavia A5,Sedan,Automatic,2006,Gas,2000,225000,Silver,Port Said,275000
5849,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,45000,Silver,Cairo,600000
5850,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,70000,Silver,Cairo,335000
5851,MG,5,Sedan,Automatic,2021,Gas,1500,71000,Silver,Cairo,480000
5852,Skoda,Octavia A5,Sedan,Manual,2005,Gas,1600,131000,Silver,Alexandria,250000
5853,MG,5,Sedan,Automatic,2021,Gas,1500,31000,Silver,Cairo,510000
5854,MG,5,Sedan,Automatic,2021,Gas,1500,56000,Silver,Cairo,480000
5855,Hyundai,Elantra,Sedan,Manual,2001,Gas,1600,200000,Silver,Luxor,160000
5856,Renault,Fluence,Sedan,Automatic,2014,Gas,1600,180000,Silver,Heliopolis,330000
5857,Toyota,Corolla,Sedan,Automatic,2012,Gas,1600,90000,Silver,Kafr el-Sheikh,300000
5858,Geely,Emgrand 7,Sedan,Manual,2015,Gas,1500,260000,Silver,Maadi,130000
5859,Hyundai,Excel,Sedan,Manual,1995,Gas,1500,220000,Silver,Mansoura,57000
5860,Chevrolet,Cruze,Sedan,Manual,2012,Gas,1600,201300,Silver,10th of Ramadan,190000
5861,Speranza,A620,Sedan,Automatic,2007,Gas,2000,200000,Silver,Giza,145000
5862,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,70000,Silver,Zagazig,410000
5863,Nissan,Sentra,Sedan,Automatic,2017,Gas,1600,145000,Silver,Nasr city,380000
5864,Chevrolet,Cruze,Sedan,Automatic,2015,Gas,1600,150000,Silver,Alexandria,240000
5865,Skoda,Octavia A5,Sedan,Automatic,2006,Gas,1600,280000,Silver,Heliopolis,285000
5866,Opel,Astra,Sedan,Automatic,2020,Gas,1400,108000,Silver,Dakahlia,505000
5867,Volkswagen,Passat,Sedan,Automatic,2017,Gas,1400,100000,Silver,Damietta,750000
5868,BMW,523,Sedan,Automatic,2009,Gas,2500,159000,Silver,Cairo,470000
5869,Daewoo,Lanos,Sedan,Manual,2009,Gas,1600,300000,Silver,Suez,110000
5870,Peugeot,504,Sedan,Manual,1982,Gas,2000,200000,Silver,Alexandria,55000
5871,Lada,2105,Sedan,Manual,1995,Gas,1200,49176,Silver,Alexandria,30000
5872,Geely,Emgrand 7,Sedan,Automatic,2015,Gas,1500,190000,Silver,Maadi,175000
5873,Daewoo,Nubira 1,Sedan,Manual,1997,Gas,1600,200000,Silver,10th of Ramadan,75000
5874,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2014,Gas,1600,229000,Silver,Cairo,295000
5875,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,45000,Silver,Alexandria,487000
5876,Saipa,Tiba,Sedan,Manual,2014,Gas,1500,93000,Silver,6 October,100000
5877,Hyundai,Verna,Sedan,Manual,2008,Gas,1600,520000,Silver,Cairo,145000
5878,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,360000,Silver,Heliopolis,320000
5879,Geely,Emgrand 7,Sedan,Manual,2016,Gas,1500,154000,Silver,El Mahalla,1500000
5880,Daewoo,Racer,Sedan,Manual,1994,Gas,1500,250000,Silver,Shobra,50000
5881,Daewoo,Nubira 1,Sedan,Manual,2006,Gas,1600,111000,Silver,10th of Ramadan,170000
5882,Opel,Vectra,Sedan,Manual,2008,Gas,1600,190000,Silver,Mansoura,176000
5883,Kia,Cerato,Sedan,Automatic,2010,Gas,1600,100000,Silver,Mansoura,280000
5884,Opel,Astra,Sedan,Automatic,2020,Gas,1400,85000,Silver,Sharqia,450000
5885,Kia,Grand Cerato,Sedan,Automatic,2019,Gas,1600,120000,Silver,Mohandessin,540000
5886,Toyota,Corolla,Sedan,Automatic,2014,Gas,1600,126000,Silver,Cairo,440000
5887,Nissan,Sunny,Sedan,Automatic,2014,Gas,1500,185000,Silver,Giza,215000
5888,Toyota,Belta,Sedan,Automatic,2022,Gas,1500,8000,Silver,Mokattam,500000
5889,BMW,523,Sedan,Automatic,2008,Gas,2300,160000,Silver,Heliopolis,420000
5890,Nissan,Sunny,Sedan,Automatic,2022,Gas,1600,55000,Silver,Port Said,375000
5891,Mercedes,E 180,Sedan,Automatic,2017,Gas,1600,130000,Silver,6 October,1650000
5892,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,20000,Silver,6 October,660000
5893,Hyundai,Elantra HD,Sedan,Automatic,2019,Gas,1600,98000,Silver,Cairo,370000
5894,Mercedes,E 300,Sedan,Automatic,2010,Gas,3000,84000,Silver,Ismailia,960000
5895,Fiat,Tipo,Sedan,Automatic,2020,Gas,1600,90000,Silver,Al Shorouk,425000
5896,Kia,Cerato,Sedan,Automatic,2015,Gas,1600,85000,Silver,Damietta,390000
5897,Mitsubishi,Lancer Puma,Sedan,Automatic,2006,Gas,1600,183000,Silver,6 October,230000
5898,Ford,Focus,Sedan,Automatic,2018,Gas,1000,180000,Silver,Tagamo3 - New Cairo,370000
5899,Speranza,A516,Sedan,Manual,2009,Gas,1600,370000,Silver,Cairo,115000
5900,Chery,A11,Sedan,Manual,2006,Gas,1600,51000,Silver,Giza,75000
5901,Kia,Cerato,Sedan,Automatic,2018,Gas,1600,130000,Silver,El Mahalla,365000
5902,Skoda,Fantasia,Sedan,Automatic,2012,Gas,1600,284000,Silver,Suez,385000
5903,MG,6,Sedan,Automatic,2021,Gas,1500,35000,Silver,Nasr city,585000
5904,Alfa Romeo,Romeo Giulia,Sedan,Automatic,2018,Gas,2000,130000,Silver,Nasr city,900000
5905,Saipa,Tiba,Sedan,Manual,2015,Gas,1500,70000,Silver,Asyut,100000
5906,Mazda,3,Sedan,Automatic,2017,Gas,1600,77000,Silver,El Haram,250000
5907,Lada,2107,Sedan,Manual,2007,Gas,1600,133000,Silver,Cairo,47000
5908,Renault,Logan,Sedan,Manual,2020,Gas,1600,70000,Silver,Sohag,225000
5909,Hyundai,Elantra AD,Sedan,Automatic,2020,Gas,1600,40000,Silver,Nasr city,505000
5910,Hyundai,Elantra CN7,Sedan,Automatic,2021,Gas,1600,58000,Silver,Sohag,560000
5911,Skoda,Fantasia,Sedan,Automatic,2010,Gas,1600,145000,Silver,El Haram,380000
5912,Kia,Cerato,Sedan,Automatic,2010,Gas,1600,173000,Silver,Imbaba,240000
5913,MG,ZS,Sedan,Automatic,2021,Gas,1500,31000,Silver,Mohandessin,500000
5914,Opel,Insignia,Sedan,Automatic,2017,Gas,1600,145000,Silver,Nasr city,540000
5915,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,89000,Silver,Giza,315000
5916,Peugeot,508,Sedan,Automatic,2016,Gas,1400,68000,Silver,Shobra,390000
5917,Daewoo,Nubira 2,Sedan,Manual,1999,Gas,1600,170000,Silver,Luxor,125000
5918,Toyota,Corolla,Sedan,Automatic,2019,Gas,1600,85000,Silver,El Haram,535000
5919,Renault,Logan,Sedan,Manual,2010,Gas,1600,190000,Silver,Damietta,140000
5920,Renault,Logan,Sedan,Automatic,2021,Gas,1600,62000,Silver,Helwan,305000
5921,Peugeot,301,Sedan,Automatic,2016,Gas,1600,170000,Silver,Nasr city,265000
5922,Daewoo,Nubira 2,Sedan,Manual,2008,Gas,1600,200000,Silver,Nasr city,123000
5923,Renault,Duster,Sedan,Automatic,2019,Gas,1600,77000,Silver,Mokattam,450000
5924,Mercedes,C 200,Sedan,Automatic,2008,Gas,1800,190000,Silver,Cairo,600000
5925,Proton,Saga,Sedan,Automatic,2013,Gas,1300,106000,Silver,Tagamo3 - New Cairo,180000
5926,Mercedes,C 180,Sedan,Automatic,2020,Gas,1500,19000,Silver,Banha,1690000
5927,Geely,Emgrand 7,Sedan,Manual,2017,Gas,1500,188000,Silver,Maadi,190000
5928,Mitsubishi,Lancer Puma,Sedan,Manual,2008,Gas,1600,312000,Silver,Alexandria,220000
5929,Subaru,Impreza,Sedan,Automatic,2018,Gas,1600,158000,Silver,Sheikh Zayed City,420000
5930,Chevrolet,Lanos,Sedan,Manual,2016,Gas,1500,270000,Silver,Cairo,170000
5931,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2009,Gas,1600,45000,Silver,Alexandria,310000
5932,Mitsubishi,Lancer Crystala,Sedan,Automatic,1999,Gas,1600,250000,Silver,Cairo,155000
5933,Skoda,Octavia A4,Sedan,Manual,2009,Gas,1600,100000,Silver,Alexandria,255000
5934,Hyundai,Accent,Sedan,Automatic,2019,Gas,1600,93000,Silver,Nasr city,368000
5935,Byd,F3,Sedan,Manual,2011,Gas,1600,170000,Silver,Giza,130000
5936,Renault,Megane,Sedan,Automatic,2020,Gas,1600,114000,Silver,Tagamo3 - New Cairo,475000
5937,Nissan,Sunny,Sedan,Manual,1999,Gas,1300,200000,Silver,Mit Ghamr,100000
5938,Peugeot,405,Sedan,Manual,2001,Gas,1600,160000,Silver,Alexandria,65000
5939,Proton,Gen 2,Sedan,Manual,2008,Gas,1600,270000,Silver,Tagamo3 - New Cairo,155000
5940,Renault,Logan,Sedan,Automatic,2020,Gas,1600,130000,Silver,Monufia,340000
5941,Nissan,Sunny,Sedan,Manual,1997,Gas,1300,200000,Silver,Mit Ghamr,100000
5942,Daewoo,Nubira 2,Sedan,Automatic,2005,Gas,1600,128000,Silver,Banha,120000
5943,Skoda,Octavia A5,Sedan,Automatic,2009,Gas,1600,240000,Silver,Monufia,260000
5944,Chevrolet,Optra,Sedan,Automatic,2018,Gas,1485,189000,Silver,Kerdasa,260000
5945,MG,ZS,Sedan,Automatic,2022,Gas,1500,10000,Silver,6 October,500100
5946,Skoda,Octavia A4,Sedan,Manual,2000,Gas,1600,340000,Silver,Giza,140000
5947,Chery,Arrizo 5,Sedan,Automatic,2021,Gas,1500,22000,Silver,Bilbeis,310000
5948,Senova,A1,Sedan,Automatic,2015,Gas,1500,185000,Silver,Giza,175000
5949,Peugeot,508,Sedan,Automatic,2020,Gas,1600,99000,Silver,Madinaty,800000
5950,Hyundai,Elantra AD,Sedan,Automatic,2017,Gas,1600,200000,Silver,Dakahlia,330000
5951,Chevrolet,Lanos,Sedan,Manual,2013,Gas,1500,155000,Silver,Shobra,150000
5952,Hyundai,Elantra,Sedan,Manual,2006,Gas,1600,231000,Silver,Madinaty,185000
5953,Opel,Astra,Sedan,Automatic,2017,Gas,1600,120000,Silver,Luxor,430000
5954,Hyundai,Elantra AD,Sedan,Automatic,2019,Gas,1600,69000,Silver,Suez,580000
5955,Honda,Civic,Sedan,Manual,1977,Gas,1300,200000,Silver,Alexandria,33000
5956,Hyundai,Elantra,Sedan,Automatic,2007,Gas,1600,60000,Silver,Helwan,250000
5957,Chevrolet,Lanos,Sedan,Manual,2015,Gas,1400,75000,Silver,Suez,170000
5958,Mercedes,320,Sedan,Automatic,1999,Gas,3200,260000,Silver,Faiyum,420000
5959,Peugeot,508,Sedan,Automatic,2020,Gas,1600,100000,Silver,6 October,700000
5960,BMW,318,Sedan,Automatic,2000,Gas,1800,120000,Silver,Mohandessin,210000
5961,Skoda,Octavia A8,Sedan,Automatic,2021,Gas,1400,50000,Silver,Alexandria,1100000
5962,Renault,Logan,Sedan,Manual,2016,Gas,1600,176000,Silver,Cairo,175000
5963,Volkswagen,Passat,Sedan,Automatic,2011,Gas,1400,158000,Silver,6 October,400000
5964,Toyota,Avensis,Sedan,Automatic,2006,Gas,1600,150000,Silver,Mohandessin,230000
5965,Fiat,Tipo,Sedan,Automatic,2020,Gas,1600,70000,Silver,Giza,425000
5966,Kia,Cerato,Sedan,Automatic,2005,Gas,1600,250000,Silver,El Haram,180000
5967,Hyundai,Excel,Sedan,Manual,1994,Gas,1500,200000,Silver,10th of Ramadan,65000
5968,Geely,Emgrand 7,Sedan,Manual,2019,Gas,1500,150000,Silver,Alexandria,185000
5969,Volvo,S60,Sedan,Automatic,2018,Gas,1500,150000,Silver,Al Shorouk,660000
5970,Mitsubishi,Lancer Crystala,Sedan,Manual,1992,Gas,1300,370000,Silver,Sohag,65000
5971,Kia,Cerato,Sedan,Automatic,2012,Gas,1600,220000,Silver,6 October,269000
5972,Hyundai,Verna,Sedan,Manual,2007,Gas,1600,250000,Silver,Hurghada,95000
5973,Hyundai,Accent,Sedan,Manual,2011,Gas,1600,176000,Silver,Marsa Matrouh,178000
5974,Daewoo,Nubira 2,Sedan,Manual,2009,Gas,1600,200000,Silver,Heliopolis,128000
5975,Skoda,Octavia A8,Sedan,Automatic,2021,Gas,1400,40000,Silver,Maadi,850000
5976,Speranza,A516,Sedan,Manual,2008,Gas,1600,197000,Silver,Alexandria,98000
5977,Chevrolet,Optra,Sedan,Automatic,2017,Gas,1600,180000,Silver,Giza,260000
5978,Toyota,Corolla,Sedan,Automatic,2019,Gas,1600,67000,Silver,Beheira,520000
5979,Chevrolet,Lanos,Sedan,Manual,2012,Gas,1500,159000,Silver,Kafr El Zayat,145000
5980,Kia,Cerato,Sedan,Automatic,2021,Gas,1600,150000,Silver,Mohandessin,475000
5981,Volkswagen,Passat,Sedan,Automatic,2011,Gas,1400,200000,Silver,Tagamo3 - New Cairo,350000
5982,Chevrolet,Cruze,Sedan,Automatic,2016,Gas,1600,200000,Silver,Cairo,250000
5983,Mercedes,E 250,Sedan,Automatic,2010,Gas,1800,97000,Silver,Nasr city,975000
5984,Nissan,Sunny,Sedan,Automatic,2018,Gas,1500,58000,Silver,Qalyub,290000
5985,Peugeot,405,Sedan,Automatic,1993,Gas,1800,300000,Silver,Tagamo3 - New Cairo,77000
5986,Mazda,929,Sedan,Manual,1982,Gas,1800,300000,Silver,6 October,33000
5987,Byd,L3,Sedan,Automatic,2016,Gas,1500,200000,Silver,Imbaba,190000
5988,Mercedes,C 180,Sedan,Automatic,2004,Gas,1800,207000,Silver,Nasr city,350000
5989,Opel,Astra,Sedan,Automatic,2015,Gas,1500,200000,Silver,Shobra,350000
5990,Renault,Fluence,Sedan,Automatic,2016,Gas,1500,172000,Silver,Giza,350000
5991,Renault,Logan,Sedan,Manual,2010,Gas,1600,90000,Silver,Alexandria,130000
5992,BMW,730,Sedan,Automatic,1993,Gas,3000,120000,Silver,Shibin El Qanater,63000
5993,Fiat,Tipo,Sedan,Manual,2020,Gas,1400,110000,Silver,El Salam City,200000
5994,BMW,318,Sedan,Automatic,1998,Gas,1600,297000,Silver,Cairo,167000
5995,Hyundai,Elantra,Sedan,Manual,2006,Gas,1590,300000,Silver,Nasr city,176000
5996,Lada,Granta,Sedan,Automatic,2022,Gas,1600,36000,Silver,Damietta,255000
5997,Fiat,Siena,Sedan,Manual,2001,Gas,1400,70000,Silver,10th of Ramadan,50000
5998,Volkswagen,Passat,Sedan,Automatic,2019,Gas,1400,93000,Silver,Heliopolis,810000
5999,Nissan,Sunny,Sedan,Automatic,2016,Gas,1500,50000,Silver,Tagamo3 - New Cairo,340000
6000,Nissan,Sunny,Sedan,Automatic,2015,Natural Gas,1500,240000,Silver,Giza,200000
6001,Hyundai,Elantra HD,Sedan,Automatic,2019,Gas,1600,60000,Silver,Mohandessin,310000
6002,Fiat,Tipo,Sedan,Automatic,2020,Gas,1600,40000,Silver,Mohandessin,410000
6003,Renault,Logan,Sedan,Automatic,2016,Gas,1600,204000,Silver,Cairo,187000
6004,Seat,Ibiza,Sedan,Automatic,2021,Gas,1600,42000,Silver,Cairo,480000
6005,Hyundai,Avante,Sedan,Automatic,2007,Gas,1600,132000,Silver,El Minya,190000
6006,Renault,Megane,Sedan,Automatic,2009,Gas,1600,240000,Silver,Obour City,160000
6007,Nissan,Sunny,Sedan,Automatic,2013,Gas,1500,208000,Silver,Nasr city,200000
6008,Mitsubishi,Lancer Puma,Sedan,Automatic,2007,Gas,1600,115000,Silver,Zagazig,220000
6009,Chery,Arrizo 5,Sedan,Manual,2021,Gas,1500,16000,Silver,Dakahlia,270000
6010,Chevrolet,Lanos,Sedan,Manual,2019,Gas,1500,77000,Silver,Abu Qir,195000
6011,Hyundai,Accent,Sedan,Manual,2006,Gas,1300,170000,Silver,Cairo,110000
6012,Ford,Mondeo,Sedan,Manual,2000,Gas,1600,151000,Silver,Cairo,75000
6013,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,157000,Silver,El Haram,375000
6014,Chery,Envy,Sedan,Manual,2017,Gas,1500,23000,Silver,Cairo,205000
6015,Chevrolet,Aveo,Sedan,Manual,2010,Natural Gas,1600,290000,Silver,Banha,140000
6016,Renault,Megane,Sedan,Automatic,2008,Gas,1600,300000,Silver,Alexandria,140000
6017,Fiat,Tipo,Sedan,Manual,2020,Gas,1400,50000,Silver,Sheraton,320000
6018,Byd,F3,Sedan,Manual,2018,Gas,1400,145000,Silver,Cairo,220000
6019,Mitsubishi,Lancer Crystala,Sedan,Automatic,1997,Gas,1500,300000,Silver,Nasr city,65000
6020,Opel,Vectra,Sedan,Manual,1995,Gas,1600,126210,Silver,Giza,65000
6021,Hyundai,Elantra MD,Sedan,Automatic,2016,Gas,1600,100000,Silver,Cairo,383000
6022,Speranza,Envy,Sedan,Automatic,2013,Natural Gas,1600,350000,Silver,Cairo,160000
6023,Peugeot,305,Sedan,Manual,1980,Gas,1300,170000,Silver,Shobra,30000
6024,Toyota,Corolla,Sedan,Automatic,2008,Gas,1600,200000,Silver,Damietta,220000
6025,Daewoo,Nubira 1,Sedan,Automatic,1997,Gas,1600,320987,Silver,Saft El Laban,80000
6026,Mitsubishi,Lancer Crystala,Sedan,Manual,1998,Gas,1400,350000,Silver,Cairo,110000
6027,Daewoo,Nubira 2,Sedan,Automatic,2005,Gas,1600,250000,Silver,Cairo,145000
6028,Mercedes,SEL 300,Sedan,Automatic,1988,Gas,3000,400000,Silver,Cairo,130000
6029,Mercedes,C 250,Sedan,Automatic,2010,Gas,1800,250000,Silver,Zagazig,650000
6030,Kia,Cerato,Sedan,Automatic,2017,Gas,1600,73000,Silver,El Haram,330000
6031,Toyota,Corolla,Sedan,Automatic,1999,Gas,1300,200000,Silver,Nasr city,90000
6032,Fiat,Shahin,Sedan,Manual,2005,Gas,1400,100000,Silver,Damietta,43000
6033,MG,5,Sedan,Automatic,2022,Gas,1500,58000,Silver,Maadi,430000
